ingredient_id,name,strength
584,AESCULUS CHINENSIS WHOLE,.0039 mg/50mg
585,GINGER,.00015 mg/50mg
586,LEVOMENOL,.02985 mg/50mg
587,MENTHOL,.9 mg/50mg
588,SALIX ALBA BARK,1 mg/50mg
589,ZINC OXIDE,100 mg/mL
590,PELARGONIUM SIDOIDES ROOT,1 [hp_X]/700mg
591,ACONITUM NAPELLUS,4 [hp_X]/1
592,BRYONIA ALBA ROOT,4 [hp_X]/1
593,EUCALYPTUS GLOBULUS LEAF,2 [hp_X]/1
594,EUPATORIUM PERFOLIATUM FLOWERING TOP,6 [hp_X]/1
595,GELSEMIUM SEMPERVIRENS ROOT,4 [hp_X]/1
596,IPECAC,3 [hp_X]/1
597,PELARGONIUM SIDOIDES ROOT,1 [hp_X]/1
598,PHOSPHORUS,6 [hp_X]/1
599,CITRIC ACID MONOHYDRATE,.5 g/100mL
600,MENTHOL,.5 g/100mL
601,PINUS RADIATA BARK,.05 g/100mL
602,ADENOSINE,2 g/100mL
603,GINSENOSIDES,.04 g/100mL
604,ISONIAZID,300 mg/1
605,CEFIXIME,400 mg/1
606,CENTELLA ASIATICA,1 g/100mL
607,ALCOHOL,28 mL/40mL
608,ADENOSINE,.04 g/100g
609,NIACINAMIDE,2 g/100g
610,ASPARAGINE,2 g/100g
611,GLYCERIN,.04 g/100g
612,ISOSORBIDE DINITRATE,10 mg/1
613,MENTHOL,.75 g/250mL
614,PANTHENOL,.47 g/250mL
615,SALICYLIC ACID,.62 g/250mL
616,NITRIC OXIDE,500 mg/500mg
617,NITRIC OXIDE,400 mg/500mg
618,NITRIC OXIDE,100 mg/420mg
619,NITRIC OXIDE,10 mg/100mg
620,NITRIC OXIDE,100 mg/250mg
621,MENTHOL,1 g/100mL
622,ZINC OXIDE,25 kg/100kg
623,BENTONITE,.088 g/100mL
624,LIME (CITRUS),.0174 g/100mL
625,MELALEUCA ALTERNIFOLIA LEAF,1 g/100mL
626,CLARITHROMYCIN,250 mg/1
627,THYMOL,.3 g/100mL
628,ALCOHOL,66.4 mL/100mL
629,ALCOHOL,.62 mL/mL
630,PETROLATUM,89.5 g/100g
631,TITANIUM DIOXIDE,.1 g/2g
632,TITANIUM DIOXIDE,560 mg/8g
633,ZINC OXIDE,1600 mg/8g
634,TITANIUM DIOXIDE,.747 mg/mL
635,TITANIUM DIOXIDE,33.2 mg/mL
636,SALICYLIC ACID,30 mg/6g
637,TITANIUM DIOXIDE,.065 g/10mL
638,DICLOXACILLIN SODIUM,250 mg/1
639,TITANIUM DIOXIDE,62 mg/mL
640,TITANIUM DIOXIDE,25 g/100g
641,ZINC OXIDE,19 g/100g
642,IMIQUIMOD,37.5 mg/g
643,INSULIN HUMAN,100 [iU]/mL
644,INSULIN LISPRO,100 [iU]/mL
645,TESTOSTERONE CYPIONATE,1 kg/kg
646,METHYLPHENIDATE HYDROCHLORIDE,10 mg/1
647,ANDROSTENEDIONE,1 kg/kg
648,"DEXAMETHASONE ACETATE, UNSPECIFIED FORM",1 kg/kg
649,MEGESTROL ACETATE,1 kg/kg
650,SPECTINOMYCIN,1 kg/kg
651,HYDROCORTISONE ACETATE,1 kg/kg
652,EPLERENONE,1 kg/kg
653,DIMETHICONE,250 mg/1
654,OLAPARIB,150 mg/1
655,ATOGEPANT,30 mg/1
656,RISANKIZUMAB,360 mg/2.4mL
657,ACITRETIN,25 mg/1
658,SUMATRIPTAN SUCCINATE,4 mg/.5mL
659,FLUOXETINE HYDROCHLORIDE,25 mg/1
660,OLANZAPINE,3 mg/1
661,DULOXETINE HYDROCHLORIDE,60 mg/1
662,DEXMETHYLPHENIDATE HYDROCHLORIDE,20 mg/1
663,TADALAFIL,10 mg/1
664,DEXMETHYLPHENIDATE HYDROCHLORIDE,30 mg/1
665,CHLORHEXIDINE,20 g/20g
666,VERATRUM ALBUM ROOT,1 [hp_X]/kg
667,ASAFETIDA,1 kg/kg
668,MELISSA OFFICINALIS,1 kg/kg
669,AMANITA MUSCARIA VAR. MUSCARIA,.33 kg/kg
670,AVICULARIA AVICULARIA,1 [hp_X]/kg
671,VIROLA SEBIFERA RESIN,1 [hp_X]/kg
672,ASPIRIN,325 mg/1
673,PHENYLEPHRINE BITARTRATE,7.8 mg/1
674,ANASTROZOLE,1 mg/1
675,QUETIAPINE FUMARATE,400 mg/1
676,BENRALIZUMAB,46.7 kg/46.7kg
677,METFORMIN HYDROCHLORIDE,1000 mg/1
678,SAXAGLIPTIN HYDROCHLORIDE,5 mg/1
679,DURVALUMAB,194.2 kg/194.2kg
680,MEROPENEM,1 g/30mL
681,BARIUM SULFATE,1000 mg/g
682,TRAMADOL HYDROCHLORIDE,1 g/g
683,PHENYLEPHRINE HYDROCHLORIDE,1 g/g
684,ACETAMINOPHEN,1 kg/kg
685,SUFENTANIL,1 g/g
686,LEVORPHANOL TARTRATE,1 kg/kg
687,PIPERACILLIN SODIUM,12 g/100mL
688,TAZOBACTAM SODIUM,1.5 g/100mL
689,OXYMORPHONE HYDROCHLORIDE,1 kg/kg
690,FENTANYL CITRATE,1 kg/kg
691,METHYLPHENIDATE HYDROCHLORIDE,1 kg/kg
692,DIHYDROCODEINE BITARTRATE,1 kg/kg
693,BUPRENORPHINE,1 kg/kg
694,OXYMORPHONE,1 kg/kg
695,CODEINE,.01 g/mL
696,MORPHINE,.02 g/mL
697,PAPAVERINE,.005 g/mL
698,THEBAINE,.005 g/mL
699,FENTANYL,1 kg/kg
700,ACETAMINOPHEN,.9 kg/kg
701,CISATRACURIUM BESYLATE,10 mg/mL
702,FERUMOXYTOL NON-STOICHIOMETRIC MAGNETITE,510 mg/17mL
703,ACETAMINOPHEN,250 mg/1
704,ASPIRIN,250 mg/1
705,CAFFEINE,65 mg/1
706,COLFOSCERIL PALMITATE,1 g/g
707,DONEPEZIL HYDROCHLORIDE,10 mg/1
708,MEMANTINE HYDROCHLORIDE,21 mg/1
709,MILNACIPRAN HYDROCHLORIDE,100 mg/1
710,MILNACIPRAN HYDROCHLORIDE,12.5 mg/1
711,LEVOMILNACIPRAN HYDROCHLORIDE,80 mg/1
712,MEMANTINE HYDROCHLORIDE,28 mg/1
713,PIRFENIDONE,801 mg/1
714,LOXAPINE SUCCINATE,10 mg/1
715,LISINOPRIL,40 mg/1
716,ROCURONIUM BROMIDE,10 mg/mL
717,TETRACYCLINE HYDROCHLORIDE,500 mg/1
718,URSODIOL,300 mg/1
719,CELECOXIB,50 mg/1
720,GLATIRAMER ACETATE,20 mg/mL
721,ATENOLOL,50 mg/1
722,CHLORTHALIDONE,25 mg/1
723,OXYCODONE HYDROCHLORIDE,1 kg/kg
724,ISOPROPYL ALCOHOL,700 uL/mL
725,ENOXAPARIN SODIUM,100 mg/mL
726,SODIUM BICARBONATE,1 kg/kg
727,CALCIUM POLYCARBOPHIL,625 mg/1
728,DIPHENHYDRAMINE HYDROCHLORIDE,50 mg/1
729,DIMENHYDRINATE,25 mg/1
730,PAMABROM,25 mg/1
731,ASPIRIN,1 kg/kg
732,SALICYLIC ACID,1 kg/kg
733,ENOXAPARIN SODIUM,150 mg/mL
734,MAGNESIUM SULFATE HEPTAHYDRATE,1 kg/kg
735,PENTOSAN POLYSULFATE SODIUM,1 g/g
736,CANTHARIDIN,1 g/g
737,IVERMECTIN,1 kg/kg
738,SUCRALFATE,1 kg/kg
739,PRAZIQUANTEL,1 kg/kg
740,OTESECONAZOLE,1 kg/kg
741,VARENICLINE TARTRATE,1 kg/kg
742,LIQUID PETROLEUM,1 kg/kg
743,LUBIPROSTONE,24 ug/1
744,DUTASTERIDE,.5 mg/1
745,PARICALCITOL,1 ug/1
746,CALCITRIOL,.5 ug/1
747,PROGESTERONE,100 mg/1
748,CETIRIZINE HYDROCHLORIDE,350 mg/1
749,BENZONATATE,200 mg/1
750,NAPROXEN SODIUM,220 mg/1
751,DEXTROMETHORPHAN HYDROBROMIDE,15 mg/1
752,AMANTADINE HYDROCHLORIDE,100 mg/1
753,CASPOFUNGIN ACETATE,7 mg/mL
754,ETHINYL ESTRADIOL,.02 mg/1
755,NORETHINDRONE ACETATE,1 mg/1
756,TREPROSTINIL,100 mg/20mL
757,ICOSAPENT ETHYL,1000 mg/1
758,CAFFEINE,60 mg/1
759,PYRILAMINE MALEATE,15 mg/1
760,DICLOFENAC POTASSIUM,25 mg/1
761,BUPRENORPHINE HYDROCHLORIDE,1 kg/kg
762,ESKETAMINE HYDROCHLORIDE,1 kg/kg
763,ERGOCALCIFEROL,1.25 mg/1
764,CYCLOSPORINE,100 mg/1
765,PROGESTERONE,200 mg/1
766,BENZONATATE,100 mg/1
767,DOXYCYCLINE HYCLATE,75 mg/1
768,NICOTINE,4 mg/1
769,TOLTERODINE TARTRATE,4 mg/1
770,MESALAMINE,375 mg/1
771,TOPIRAMATE,25 mg/1
772,TOPIRAMATE,200 mg/1
773,CALCIFEDIOL,30 ug/1
774,AMPHETAMINE ASPARTATE MONOHYDRATE,1.25 mg/1
775,AMPHETAMINE SULFATE,1.25 mg/1
776,DEXTROAMPHETAMINE SACCHARATE,1.25 mg/1
777,DEXTROAMPHETAMINE SULFATE,1.25 mg/1
778,ACALABRUTINIB,100 mg/1
779,DEXMETHYLPHENIDATE HYDROCHLORIDE,5 mg/1
780,DEXTROAMPHETAMINE SULFATE,15 mg/1
781,ACETAMINOPHEN,650 mg/1
782,DEXTROMETHORPHAN HYDROBROMIDE,20 mg/1
783,ENCORAFENIB,75 mg/1
784,DUVELISIB,15 mg/1
785,POTASSIUM CHLORIDE,750 mg/1
786,POTASSIUM CHLORIDE,600 mg/1
787,TESTOSTERONE UNDECANOATE,237 mg/1
788,FOSAPREPITANT DIMEGLUMINE,150 mg/5mL
789,AVAPRITINIB,100 mg/1
790,IBRUTINIB,70 mg/1
791,OPICAPONE,50 mg/1
792,VILOXAZINE HYDROCHLORIDE,150 mg/1
793,VILOXAZINE HYDROCHLORIDE,200 mg/1
794,METHYLPREDNISOLONE ACETATE,80 mg/mL
795,TIVOZANIB HYDROCHLORIDE,.89 mg/1
796,OXYCODONE HYDROCHLORIDE,10 mg/1
797,PEMETREXED DISODIUM,1000 mg/40mL
798,PERAMPANEL,6 mg/1
799,PERAMPANEL,12 mg/1
800,MOMETASONE FUROATE,100 ug/1
801,PIOGLITAZONE HYDROCHLORIDE,45 mg/1
802,AZILSARTAN MEDOXOMIL,20 mg/1
803,CHLORTHALIDONE,12.5 mg/1
804,ALOGLIPTIN BENZOATE,12.5 mg/1
805,PIOGLITAZONE HYDROCHLORIDE,15 mg/1
806,AZITHROMYCIN DIHYDRATE,100 kg/100kg
807,HYDROCHLOROTHIAZIDE,100 kg/100kg
808,FEBUXOSTAT,100 kg/100kg
809,ETODOLAC,100 kg/100kg
810,SUGAMMADEX SODIUM,100 kg/100kg
811,DIMETHICONE,100 kg/100kg
812,QUININE SULFATE,1 kg/kg
813,DINOPROSTONE,100 g/100g
814,ISTRADEFYLLINE,1 kg/kg
815,PHENIRAMINE MALEATE,1 kg/kg
816,METHIONINE,50 kg/50kg
817,IRON SUCROSE,1 mg/mg
818,CLADRIBINE,1 kg/kg
819,RIOCIGUAT,2 mg/1
820,RIVAROXABAN,1 kg/kg
821,NIFEDIPINE,1 kg/kg
822,CISAPRIDE,1 kg/kg
823,FEXOFENADINE HYDROCHLORIDE,30 mg/1
824,TERIFLUNOMIDE,7 mg/1
825,MESALAMINE,1 kg/kg
826,BALSALAZIDE DISODIUM,1 kg/kg
827,ZOLPIDEM TARTRATE,6.25 mg/1
828,ACETYLCYSTEINE,1 kg/kg
829,LOPINAVIR,100 mg/1
830,RITONAVIR,25 mg/1
831,ZOLPIDEM TARTRATE,10 mg/1
832,LIDOCAINE HYDROCHLORIDE,1 kg/kg
833,TOPIRAMATE,1 kg/kg
834,ARIPIPRAZOLE LAUROXIL,1 kg/kg
835,PENTOXIFYLLINE,10 kg/10kg
836,ARIPIPRAZOLE,1 kg/kg
837,ARIPIPRAZOLE LAUROXIL,4 kg/4kg
838,CARVEDILOL PHOSPHATE,10 kg/10kg
839,CARVEDILOL PHOSPHATE,4 kg/4kg
840,CARVEDILOL PHOSPHATE,25 kg/25kg
841,ARIPIPRAZOLE,10 kg/10kg
842,TICLOPIDINE HYDROCHLORIDE,1 kg/kg
843,MEPIVACAINE HYDROCHLORIDE,1 kg/kg
844,LAMOTRIGINE,1 kg/kg
845,BUPRENORPHINE,100 g/100g
846,PHENYTOIN SODIUM,25 kg/25kg
847,DOBUTAMINE HYDROCHLORIDE,25 kg/25kg
848,KETOROLAC TROMETHAMINE,25 kg/25kg
849,LINAGLIPTIN,10 kg/10kg
850,BUSPIRONE HYDROCHLORIDE,1 kg/kg
851,ALUMINUM HYDROXIDE,87.99 kg/100kg
852,ATORVASTATIN CALCIUM TRIHYDRATE,80 mg/1
853,ALUMINUM HYDROXIDE,12 kg/100kg
854,ALUMINUM HYDROXIDE,11 kg/100kg
855,ALUMINUM HYDROXIDE,8.9 kg/100kg
856,MAGNESIUM HYDROXIDE,11.8 kg/100kg
857,ALUMINUM HYDROXIDE,76.68 kg/100kg
858,MAGNESIUM HYDROXIDE,12.04 kg/100kg
859,TRIFLURIDINE,500 g/500g
860,GLYCINE,25 kg/25kg
861,GANCICLOVIR,500 mg/.01kg
862,BALOXAVIR MARBOXIL,80 mg/1
863,CLOBAZAM,1 kg/kg
864,ERYTHROMYCIN ETHYLSUCCINATE,1 kg/kg
865,CYTARABINE,1 kg/kg
866,EMEDASTINE DIFUMARATE,1 kg/kg
867,ESTRADIOL HEMIHYDRATE,1 kg/kg
868,NIRAPARIB TOSYLATE MONOHYDRATE,1 kg/kg
869,NAFARELIN ACETATE,1 g/g
870,ESTROPIPATE,1 kg/kg
871,MONTELUKAST SODIUM,10 mg/1
872,FLUCONAZOLE,1 kg/kg
873,MORANTEL TARTRATE,1 kg/kg
874,SIMVASTATIN,1 kg/kg
875,AZTREONAM,200 kg/200kg
876,BENAZEPRIL HYDROCHLORIDE,1 kg/kg
877,ERIBULIN MESYLATE,10 g/10g
878,ZONISAMIDE,.3333 kg/kg
879,PREDNISONE,5 mg/1
880,DIMETHICONE,1 kg/kg
881,BUSULFAN,1 kg/kg
882,ACYCLOVIR SODIUM,1 kg/kg
883,BIVALIRUDIN,1 kg/kg
884,EPTIFIBATIDE,1 g/g
885,LINACLOTIDE,1 g/g
886,ALLOPURINOL,1 kg/kg
887,FEBUXOSTAT,1 kg/kg
888,CANAGLIFLOZIN,1 kg/kg
889,IBUTILIDE FUMARATE,25 g/25g
890,DULOXETINE HYDROCHLORIDE,1 kg/kg
891,TERBINAFINE HYDROCHLORIDE,1 kg/kg
892,TREPROSTINIL,1 kg/kg
893,DAPAGLIFLOZIN,1 kg/kg
894,MIRABEGRON,1 kg/kg
895,BUMETANIDE,1 kg/kg
896,DEXLANSOPRAZOLE,1 kg/kg
897,RUFINAMIDE,1 kg/kg
898,TOLVAPTAN,1 kg/kg
899,ALMOTRIPTAN MALATE,1 kg/kg
900,RIFAXIMIN,1 kg/kg
901,DIAZOXIDE,1 kg/kg
902,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,1 kg/kg
903,ERTUGLIFLOZIN,1 kg/kg
904,SODIUM SALICYLATE,1 kg/kg
905,BENZOIC ACID,1 kg/kg
906,RIZATRIPTAN BENZOATE,15 kg/15kg
907,IRON SUCROSE,2 kg/2kg
908,NEOSTIGMINE METHYLSULFATE,15 kg/15kg
909,METHENAMINE HIPPURATE,1 kg/kg
910,HYDROXYCHLOROQUINE SULFATE,200 mg/1
911,MONOPHOSPHOTHIAMINE,5 kg/5kg
912,MANNITOL,.5 kg/.5kg
913,MANNITOL,12 kg/12kg
914,AVOBENZONE,1 kg/kg
915,CLARITHROMYCIN,250 mg/5mL
916,OCTINOXATE,.37 kg/L
917,TINIDAZOLE,1 kg/kg
918,FELODIPINE,1 kg/kg
919,AMOXICILLIN,200 mg/5mL
920,CLAVULANATE POTASSIUM,28.5 mg/5mL
921,AMOXICILLIN,400 mg/5mL
922,CLAVULANATE POTASSIUM,57 mg/5mL
923,IFOSFAMIDE,1 kg/kg
924,VENLAFAXINE HYDROCHLORIDE,1 kg/kg
925,PETROLATUM,1 kg/kg
926,ZINC OXIDE,12.5 kg/12.5kg
927,SOFOSBUVIR,400 mg/1
928,VELPATASVIR,100 mg/1
929,LEDIPASVIR,90 mg/1
930,EZETIMIBE,100 kg/100kg
931,CIPROFLOXACIN HYDROCHLORIDE,250 mg/1
932,CIPROFLOXACIN HYDROCHLORIDE,750 mg/1
933,LACOSAMIDE,200 mg/1
934,ALENDRONIC ACID,70 mg/1
935,DESVENLAFAXINE SUCCINATE,75 kg/75kg
936,RIVAROXABAN,75 kg/75kg
937,PIMECROLIMUS,75 kg/75kg
938,PAZOPANIB HYDROCHLORIDE,75 kg/75kg
939,NALTREXONE,1 kg/kg
940,OXICONAZOLE NITRATE,1 kg/kg
941,METHYLENE BLUE,1 kg/kg
942,OLAPARIB,100 mg/1
943,OMEPRAZOLE MAGNESIUM,20.6 mg/1
944,TICAGRELOR,90 mg/1
945,ACALABRUTINIB MALEATE,100 mg/1
946,METOPROLOL SUCCINATE,25 mg/1
947,CANAGLIFLOZIN,150 mg/1
948,METFORMIN HYDROCHLORIDE,500 mg/1
949,DIETHYLPROPION HYDROCHLORIDE,1 kg/kg
950,HYDROXYUREA,1 kg/kg
951,METFORMIN HYDROCHLORIDE,1 kg/kg
952,VALGANCICLOVIR HYDROCHLORIDE,1 kg/kg
953,DIHYDROERGOTAMINE MESYLATE,1 kg/kg
954,FENRETINIDE,1 kg/kg
955,DAUNORUBICIN HYDROCHLORIDE,1 kg/kg
956,TOFACITINIB CITRATE,1 kg/kg
957,NINTEDANIB,1 kg/kg
958,BEZAFIBRATE,1 kg/kg
959,EIDD-2801,1 kg/kg
960,DICLOFENAC DIETHYLAMINE,1 kg/kg
961,GABAPENTIN,1 kg/kg
962,CLOTRIMAZOLE,1 kg/kg
963,ECONAZOLE NITRATE,1 kg/kg
964,KETOTIFEN FUMARATE,1 kg/kg
965,ALBUTEROL SULFATE,108 ug/1
966,OXPRENOLOL HYDROCHLORIDE,1 kg/kg
967,PROTRIPTYLINE HYDROCHLORIDE,1 kg/kg
968,TIMOLOL MALEATE,1 kg/kg
969,RIVASTIGMINE,13.3 mg/24h
970,DIVALPROEX SODIUM,25 kg/25kg
971,VALPROATE SODIUM,25 kg/25kg
972,ALLOPURINOL,100 kg/100kg
973,GABAPENTIN,100 kg/100kg
974,MILBEMYCIN OXIME,5 kg/5kg
975,CLOMIPHENE CITRATE,1 kg/kg
976,TETRACAINE HYDROCHLORIDE,1 kg/kg
977,PRILOCAINE HYDROCHLORIDE,1 kg/kg
978,RALTEGRAVIR POTASSIUM,1 kg/kg
979,MEFLOQUINE HYDROCHLORIDE,1 kg/kg
980,ATRACURIUM BESYLATE,1 kg/kg
981,DECITABINE,1 kg/kg
982,EFGARTIGIMOD ALFA,20 mg/mL
983,LOSARTAN POTASSIUM,1 mg/mg
984,LACTULOSE,1250 kg/1250kg
985,ENOXAPARIN SODIUM,1 kg/kg
986,TRIFLUOPERAZINE HYDROCHLORIDE,5 mg/1
987,MELOXICAM,50 kg/50kg
988,NITROGLYCERIN,1 kg/kg
989,PREDNISOLONE SODIUM PHOSPHATE,1 kg/kg
990,HYDROCORTISONE SODIUM SUCCINATE,1 g/g
991,ESTRONE,1 g/g
992,BETAMETHASONE,1 g/g
993,TERBINAFINE HYDROCHLORIDE,1 g/100g
994,HYDROCORTISONE ACETATE,1 g/g
995,HYDROCORTISONE,1 g/g
996,DEXAMETHASONE,1 g/g
997,PREDNISOLONE ACETATE,1 g/g
998,LAROTRECTINIB SULFATE,1 kg/kg
999,BUDESONIDE,1 kg/kg
1000,DROSPIRENONE,1 g/g
1001,FLUTICASONE PROPIONATE,1 g/g
1002,METHYLPREDNISOLONE ACETATE,1 kg/kg
1003,BETAMETHASONE VALERATE,1 kg/kg
1004,NITROFURANTOIN MONOHYDRATE,100 kg/100kg
1005,ADAPALENE,100 kg/100kg
1006,APIXABAN,100 kg/100kg
1007,ALUMINUM ZIRCONIUM TETRACHLOROHYDRATE,1 kg/kg
1008,COLISTIMETHATE SODIUM,1 kg/kg
1009,NORETHINDRONE,1 kg/kg
1010,TRAZODONE HYDROCHLORIDE,1 kg/kg
1011,CHLORHEXIDINE ACETATE,1 kg/kg
1012,SULFUR,50 kg/50kg
1013,NICOTINE,10 mg/mL
1014,EPINASTINE HYDROCHLORIDE,10 g/10g
1015,ZIPRASIDONE MESYLATE,1 kg/kg
1016,ROPIVACAINE HYDROCHLORIDE,1 kg/kg
1017,FOSPHENYTOIN SODIUM,1 g/g
1018,MAROPITANT CITRATE,1 kg/kg
1019,DAPSONE,1 kg/kg
1020,POVIDONE-IODINE,1 kg/kg
1021,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,1 kg/kg
1022,PANCRELIPASE,1 kg/kg
1023,VARDENAFIL HYDROCHLORIDE TRIHYDRATE,25 kg/25kg
1024,NELARABINE,1 g/g
1025,HYDROXYUREA,25 kg/25kg
1026,PIPERACILLIN SODIUM,8.86 kg/10kg
1027,TAZOBACTAM SODIUM,1.14 kg/10kg
1028,DOXEPIN HYDROCHLORIDE,100 kg/100kg
1029,BIVALIRUDIN,100 kg/100kg
1030,LEVETIRACETAM,750 mg/1
1031,MERADIMATE,50 mg/g
1032,OXYBENZONE,30 mg/g
1033,SALICYLIC ACID,17.6 kg/100kg
1034,HYDROCORTISONE,.5 kg/100kg
1035,SALICYLIC ACID,17 kg/100kg
1036,AMPICILLIN SODIUM,500 mg/1
1037,LURASIDONE HYDROCHLORIDE,20 mg/1
1038,AZACITIDINE,100 mg/1
1039,BETAMETHASONE DIPROPIONATE,1 g/g
1040,POLYMYXIN B SULFATE,1 g/g
1041,PYRANTEL PAMOATE,1 g/g
1042,BENZOCAINE,1 g/g
1043,METHADONE HYDROCHLORIDE,1 g/g
1044,DANAZOL,1 g/g
1045,SULFASALAZINE,1 g/g
1046,LEVOLEUCOVORIN CALCIUM,1 g/g
1047,PROGESTERONE,1 g/g
1048,SUCRALFATE,1 g/g
1049,CAFFEINE,1 g/g
1050,CYCLOPHOSPHAMIDE,1 g/g
1051,RANITIDINE HYDROCHLORIDE,1 g/g
1052,MITOMYCIN,1 g/g
1053,AMPICILLIN SODIUM,2 g/1
1054,FAMOTIDINE,1 g/g
1055,MORPHINE SULFATE,1 g/g
1056,CODEINE PHOSPHATE,1 g/g
1057,CYPROHEPTADINE HYDROCHLORIDE,1 g/g
1058,DISULFIRAM,1 g/g
1059,MOMETASONE FUROATE,1 g/g
1060,MORPHINE SULFATE,20 mg/1
1061,TOPIRAMATE,1 g/g
1062,MUPIROCIN,1 g/g
1063,DICLOFENAC SODIUM,1 g/g
1064,ITRACONAZOLE,1 g/g
1065,KETOTIFEN FUMARATE,1 g/g
1066,BISOPROLOL FUMARATE,1 g/g
1067,TERBINAFINE HYDROCHLORIDE,1 g/g
1068,CLINDAMYCIN HYDROCHLORIDE,1 kg/kg
1069,FLUORESCEIN SODIUM,1 kg/kg
1070,BEPOTASTINE BESILATE,1 g/g
1071,CHLORPROMAZINE HYDROCHLORIDE,100 mg/1
1072,TEDUGLUTIDE,1 g/g
1073,PLECANATIDE,1000 g/1000g
1074,OXYTOCIN,5000000 [iU]/5000000[iU]
1075,OXYTOCIN,30000000 [iU]/30000000[iU]
1076,DESMOPRESSIN,5 g/5g
1077,DESMOPRESSIN,20 g/20g
1078,DOXAZOSIN MESYLATE,1 mg/1
1079,"VASOPRESSIN, UNSPECIFIED",9.1 g/9.1g
1080,"VASOPRESSIN, UNSPECIFIED",.6 g/.6g
1081,LEUPROLIDE ACETATE,135 g/135g
1082,LEUPROLIDE ACETATE,221 g/221g
1083,LEUPROLIDE ACETATE,142 g/142g
1084,BETHANECHOL CHLORIDE,5 mg/1
1085,LEUPROLIDE ACETATE,176 g/176g
1086,BETHANECHOL CHLORIDE,10 mg/1
1087,DIPHENHYDRAMINE HYDROCHLORIDE,12.5 mg/1
1088,SILODOSIN,1 kg/kg
1089,BROMFENAC SODIUM,1 g/g
1090,NEPAFENAC,1.375 kg/1.375kg
1091,CLONIDINE HYDROCHLORIDE,1 kg/kg
1092,ETHACRYNIC ACID,1 kg/kg
1093,DRONEDARONE HYDROCHLORIDE,36.215 kg/36.215kg
1094,ETHACRYNATE SODIUM,1 g/g
1095,TELAVANCIN HYDROCHLORIDE,1 kg/kg
1096,MILBEMYCIN OXIME,1 kg/kg
1097,MENTHOL,2 g/100g
1098,SEVOFLURANE,1 L/L
1099,OMEPRAZOLE,25 kg/25kg
1100,EMPAGLIFLOZIN,10 kg/10kg
1101,GABAPENTIN,5 kg/5kg
1102,OZENOXACIN,2 kg/2kg
1103,PANTOPRAZOLE MAGNESIUM,25 kg/25kg
1104,FEBUXOSTAT,20 kg/20kg
1105,RANOLAZINE,25 kg/25kg
1106,ALOGLIPTIN BENZOATE,10 kg/10kg
1107,ZIPRASIDONE HYDROCHLORIDE,20 mg/1
1108,"ESTROGENS, CONJUGATED",.625 mg/1
1109,"ESTROGENS, CONJUGATED",.9 mg/1
1110,AZATHIOPRINE,1 kg/kg
1111,MIGLUSTAT,1 kg/kg
1112,CLOFARABINE,1 kg/kg
1113,FLUCYTOSINE,1 kg/kg
1114,SAFINAMIDE MESYLATE,1 kg/kg
1115,CYCLOPHOSPHAMIDE,1 kg/kg
1116,MEMANTINE HYDROCHLORIDE,10 mg/1
1117,ATROPINE SULFATE,1 kg/kg
1118,LEVOFLOXACIN,1 kg/kg
1119,NITISINONE,1 kg/kg
1120,TESTOSTERONE,12.5 mg/1
1121,MICONAZOLE NITRATE,1 kg/kg
1122,THALIDOMIDE,50 mg/1
1123,OZANIMOD HYDROCHLORIDE,.92 mg/1
1124,LANSOPRAZOLE,15 mg/1
1125,METHYLTESTOSTERONE,1 kg/kg
1126,TESTOSTERONE PROPIONATE,1 kg/kg
1127,BETA VULGARIS,6 [hp_X]/mL
1128,CHELIDONIUM MAJUS,6 [hp_X]/mL
1129,GELSEMIUM SEMPERVIRENS ROOT,7 [hp_X]/mL
1130,PEUMUS BOLDUS LEAF,6 [hp_X]/mL
1131,SARSAPARILLA,6 [hp_X]/mL
1132,STRYCHNOS NUX-VOMICA SEED,12 [hp_X]/mL
1133,THUJA OCCIDENTALIS LEAFY TWIG,12 [hp_X]/mL
1134,VERATRUM ALBUM ROOT,7 [hp_X]/mL
1135,BARTONELLA BACILLIFORMIS,20 [hp_X]/mL
1136,BARTONELLA CLARRIDGEIAE,20 [hp_X]/mL
1137,BARTONELLA ELIZABETHAE,20 [hp_X]/mL
1138,BARTONELLA HENSELAE,20 [hp_X]/mL
1139,BARTONELLA QUINTANA,20 [hp_X]/mL
1140,BARTONELLA VINSONII,20 [hp_X]/mL
1141,BARTONELLA WASHOENSIS,20 [hp_X]/mL
1142,BARTONELLA BACILLIFORMIS,200 [hp_X]/mL
1143,BARTONELLA CLARRIDGEIAE,200 [hp_X]/mL
1144,BARTONELLA ELIZABETHAE,200 [hp_X]/mL
1145,BARTONELLA HENSELAE,200 [hp_X]/mL
1146,BARTONELLA QUINTANA,200 [hp_X]/mL
1147,BARTONELLA VINSONII,200 [hp_X]/mL
1148,BARTONELLA WASHOENSIS,200 [hp_X]/mL
1149,ARANEUS DIADEMATUS,12 [hp_X]/mL
1150,ASTRAGALUS PROPINQUUS ROOT,6 [hp_X]/mL
1151,BAPTISIA TINCTORIA ROOT,6 [hp_X]/mL
1152,ECHINACEA ANGUSTIFOLIA,6 [hp_X]/mL
1153,GELSEMIUM SEMPERVIRENS ROOT,12 [hp_X]/mL
1154,GOLDENSEAL,6 [hp_X]/mL
